"N","Time","avg(f)","max(f)"
3257,0,55,55.001
3257,0.021501,54.995,55.001
3257,0.043006,54.994,55.177
3257,0.064521,55.01,55.474
3257,0.086045,55.016,55.501
3257,0.10758,55.026,55.922
3257,0.12912,55.064,56.736
3257,0.15068,55.08,56.579
3257,0.17224,55.1,56.602
3257,0.19381,55.169,57.413
3257,0.21539,55.193,57.262
3257,0.23698,55.222,57.66
3257,0.25858,55.312,59.238
3257,0.28019,55.345,58.895
3257,0.30181,55.381,58.985
3257,0.32344,55.484,60.788
3257,0.34508,55.525,60.288
3257,0.36673,55.571,60.331
3257,0.38839,55.685,62.011
3257,0.41005,55.738,61.572
3257,0.43173,55.792,61.743
3257,0.45342,55.914,65.81
3257,0.47512,55.975,64.901
3257,0.49682,56.035,64.096
3257,0.51854,56.185,66.9
3257,0.54026,56.252,66.265
3257,0.562,56.318,65.675
3257,0.58374,56.491,69.115
3257,0.6055,56.567,68.444
3257,0.62726,56.637,67.817
3257,0.64904,56.805,72.006
3257,0.67082,56.881,71.049
3257,0.69262,56.958,70.355
3257,0.71442,57.108,74.548
3257,0.73624,57.193,73.493
3257,0.75806,57.277,72.521
3257,0.77989,57.449,75.725
3257,0.80174,57.539,74.679
3257,0.82359,57.628,73.716
3257,0.84545,57.836,76.724
3257,0.86733,57.936,75.671
3257,0.88921,58.033,74.934
3257,0.9111,58.247,81.87
3257,0.93301,58.356,80.361
3257,0.95492,58.454,78.976
3257,0.97684,58.616,80.523
3257,0.99878,58.749,79.323
3257,1.0207,58.849,79.308
3257,1.0427,59.055,85.801
3257,1.0646,59.199,84.218
3257,1.0866,59.314,82.761
3257,1.1086,59.534,87.938
3257,1.1306,59.706,86.292
3257,1.1526,59.816,84.782
3257,1.1746,60.013,84.674
3257,1.1966,60.212,83.509
3257,1.2187,60.325,85.001
3257,1.2407,60.535,91.604
3257,1.2628,60.734,89.859
3257,1.2848,60.847,90.23
3257,1.3069,61.04,89.154
3257,1.329,61.281,93.814
3257,1.3511,61.407,90.877
3257,1.3732,61.609,95.107
3257,1.3953,61.879,94.448
3257,1.4174,61.999,92.542
3257,1.4396,62.191,103.31
3257,1.4617,62.447,102.4
3257,1.4839,62.57,99.15
3257,1.506,62.747,105.13
3257,1.5282,63.012,102.91
3257,1.5504,63.144,100.84
3257,1.5726,63.292,98.916
3257,1.5948,63.622,108.57
3257,1.617,63.753,106.09
3257,1.6393,63.886,103.8
3257,1.6615,64.251,101.99
3257,1.6837,64.381,100.45
3257,1.706,64.532,103.16
3257,1.7283,64.857,109.79
3257,1.7506,65.007,107.08
3257,1.7729,65.159,105.82
3257,1.7952,65.501,115.77
3257,1.8175,65.63,112.78
3257,1.8398,65.773,110.02
3257,1.8621,66.196,119.87
3257,1.8845,66.33,117.05
3257,1.9068,66.463,114.43
3257,1.9292,66.987,114.83
3257,1.9516,67.124,111.9
3257,1.974,67.278,116.87
3257,1.9964,67.787,125.61
3257,2.0188,67.925,122.52
3257,2.0412,68.079,119.66
3257,2.0636,68.553,135.84
3257,2.0861,68.692,132.39
3257,2.1085,68.819,129.18
3257,2.131,69.378,134.73
3257,2.1534,69.494,131.43
3257,2.1759,69.619,128.38
3257,2.1984,70.178,141.29
3257,2.2209,70.284,137.28
3257,2.2434,70.4,133.57
3257,2.266,71.072,149.79
3257,2.2885,71.159,145.47
3257,2.3111,71.241,141.47
3257,2.3336,71.843,147.6
3257,2.3562,71.942,143.68
3257,2.3788,72.03,140.04
3257,2.4014,72.599,142.18
3257,2.424,72.667,138.6
3257,2.4466,72.735,135.25
3257,2.4692,73.516,138.62
3257,2.4919,73.578,135.15
3257,2.5145,73.649,131.93
3257,2.5372,74.533,142.09
3257,2.5598,74.576,138.74
3257,2.5825,74.619,135.6
3257,2.6052,75.245,149.95
3257,2.6279,75.262,144.53
3257,2.6506,75.29,139.7
3257,2.6733,75.811,157.7
3257,2.6961,75.828,151.33
3257,2.7188,75.862,145.65
3257,2.7416,76.476,140.59
3257,2.7644,76.503,136.06
3257,2.7871,76.543,133.88
3257,2.8099,77.043,151.64
3257,2.8327,77.061,146.06
3257,2.8555,77.088,141.09
3257,2.8784,77.547,156.13
3257,2.9012,77.564,150.36
3257,2.9241,77.575,145.23
3257,2.9469,77.955,149.31
3257,2.9698,77.974,144.97
3257,2.9927,77.995,140.99
3257,3.0156,78.323,145.78
3257,3.0385,78.352,142.29
3257,3.0614,78.378,139.04
3257,3.0843,78.794,155.19
3257,3.1073,78.807,150.07
3257,3.1302,78.828,145.41
3257,3.1532,79.211,154.24
3257,3.1761,79.223,148.62
3257,3.1991,79.247,143.65
3257,3.2221,79.53,154.83
3257,3.2451,79.567,150.51
3257,3.2682,79.584,146.56
3257,3.2912,79.821,152.44
3257,3.3142,79.838,147.9
3257,3.3373,79.881,143.89
3257,3.3604,80.155,143.38
3257,3.3834,80.184,140.64
3257,3.4065,80.209,138.06
3257,3.4296,80.52,154.08
3257,3.4527,80.549,150.12
3257,3.4759,80.578,146.5
3257,3.499,80.804,169.7
3257,3.5222,80.85,164.57
3257,3.5453,80.871,159.87
3257,3.5685,81.036,155.57
3257,3.5917,81.122,151.63
3257,3.6149,81.155,148
3257,3.6381,81.385,151.95
3257,3.6613,81.494,148.33
3257,3.6845,81.522,145.32
3257,3.7078,81.752,161.01
3257,3.731,81.894,155.65
3257,3.7543,81.912,150.84
3257,3.7776,82.091,158.61
3257,3.8009,82.258,154.88
3257,3.8242,82.276,151.41
3257,3.8475,82.452,156.94
3257,3.8708,82.616,153.61
3257,3.8942,82.631,150.5
3257,3.9175,82.754,155.51
3257,3.9409,82.973,151.89
3257,3.9642,82.975,148.57
3257,3.9876,83.091,156.47
3257,4.011,83.332,153.19
3257,4.0344,83.34,150.13
3257,4.0579,83.435,160.4
3257,4.0813,83.63,157.08
3257,4.1048,83.639,153.97
3257,4.1282,83.687,161.39
3257,4.1517,83.885,157.77
3257,4.1752,83.901,154.39
3257,4.1987,83.93,157.59
3257,4.2222,84.213,154.26
3257,4.2457,84.219,151.15
3257,4.2692,84.24,148.24
3257,4.2928,84.49,151.21
3257,4.3164,84.507,147.66
3257,4.3399,84.525,145.07
3257,4.3635,84.74,163.43
3257,4.3871,84.736,157.31
3257,4.4107,84.762,151.87
3257,4.4343,85.034,150.23
3257,4.458,85.046,146.66
3257,4.4816,85.074,146.98
3257,4.5053,85.441,154.51
3257,4.529,85.448,150.81
3257,4.5526,85.463,147.4
3257,4.5763,85.901,161.44
3257,4.6,85.891,157.95
3257,4.6238,85.911,154.72
3257,4.6475,86.233,164.37
3257,4.6713,86.247,160.52
3257,4.695,86.243,157.13
3257,4.7188,86.592,167.89
3257,4.7426,86.596,163.74
3257,4.7664,86.609,159.88
3257,4.7902,87.02,158.76
3257,4.814,87.002,155.53
3257,4.8379,86.977,152.53
3257,4.8617,87.432,164.59
3257,4.8856,87.399,160.88
3257,4.9094,87.384,157.46
3257,4.9333,87.919,172.23
3257,4.9572,87.899,168.58
3257,4.9812,87.874,165.21
3257,5.0051,88.312,167.48
3257,5.029,88.27,163.95
3257,5.053,88.239,160.65
3257,5.0769,88.738,165.12
3257,5.1009,88.694,161.78
3257,5.1249,88.651,158.64
3257,5.1489,89.416,172.57
3257,5.1729,89.368,168.69
3257,5.197,89.326,165.12
3257,5.221,90.047,166.23
3257,5.2451,89.993,162.98
3257,5.2692,89.957,159.93
3257,5.2932,90.463,172.77
3257,5.3173,90.409,168.41
3257,5.3415,90.35,164.41
3257,5.3656,90.785,176.84
3257,5.3897,90.717,172.52
3257,5.4139,90.667,168.54
3257,5.438,91.159,168.34
3257,5.4622,91.099,164.65
3257,5.4864,91.024,161.23
3257,5.5106,91.475,174.32
3257,5.5348,91.402,169.97
3257,5.5591,91.341,165.98
3257,5.5833,91.677,178.81
3257,5.6076,91.615,173.05
3257,5.6319,91.551,167.93
3257,5.6561,91.842,171.86
3257,5.6804,91.781,168.05
3257,5.7048,91.73,164.52
3257,5.7291,92.031,173.26
3257,5.7534,91.973,169.41
3257,5.7778,91.916,165.84
3257,5.8021,92.307,173.36
3257,5.8265,92.239,170.52
3257,5.8509,92.188,167.8
3257,5.8753,92.456,181.33
3257,5.8998,92.402,177.07
3257,5.9242,92.354,173.12
3257,5.9487,92.563,177.51
3257,5.9731,92.511,173.49
3257,5.9976,92.458,169.76
3257,6.0221,92.631,180.39
3257,6.0466,92.586,176.13
3257,6.0711,92.538,172.21
3257,6.0957,92.765,178.45
3257,6.1202,92.744,174.3
3257,6.1448,92.708,170.49
3257,6.1694,92.974,183.41
3257,6.1939,92.955,178.71
3257,6.2186,92.911,174.43
3257,6.2432,93.027,179.64
3257,6.2678,93.031,174.15
3257,6.2925,92.998,169.66
3257,6.3171,93.134,176.46
3257,6.3418,93.171,172.26
3257,6.3665,93.148,168.4
3257,6.3912,93.341,181.35
3257,6.4159,93.413,177.24
3257,6.4407,93.392,173.47
3257,6.4654,93.548,193.5
3257,6.4902,93.634,186.95
3257,6.5149,93.603,181.11
3257,6.5397,93.708,175.87
3257,6.5645,93.834,171.18
3257,6.5894,93.795,167.55
3257,6.6142,93.899,176.26
3257,6.639,94.007,172.58
3257,6.6639,93.966,169.22
3257,6.6888,94.052,186.18
3257,6.7137,94.216,182.08
3257,6.7386,94.179,178.32
3257,6.7635,94.229,174.82
3257,6.7885,94.398,171.65
3257,6.8134,94.365,168.72
3257,6.8384,94.409,177.59
3257,6.8634,94.51,174.05
3257,6.8884,94.491,170.75
3257,6.9134,94.486,180.51
3257,6.9384,94.686,176.72
3257,6.9634,94.66,173.21
3257,6.9885,94.617,169.95
3257,7.0136,94.848,171.87
3257,7.0387,94.82,167.94
3257,7.0638,94.792,164.33
3257,7.0889,95.015,173.34
3257,7.114,94.994,169.59
3257,7.1392,94.969,166.14
3257,7.1643,95.161,168.47
3257,7.1895,95.115,164.76
3257,7.2147,95.116,161.33
3257,7.2399,95.396,178.11
3257,7.2651,95.349,173.95
3257,7.2904,95.309,170.13
3257,7.3156,95.684,187.41
3257,7.3409,95.646,182.82
3257,7.3662,95.608,178.6
3257,7.3915,95.965,186.99
3257,7.4168,95.92,182.68
3257,7.4421,95.885,178.72
3257,7.4674,96.188,175.08
3257,7.4928,96.141,171.95
3257,7.5182,96.1,169.06
3257,7.5436,96.431,181.17
3257,7.569,96.378,177.65
3257,7.5944,96.337,174.4
3257,7.6198,96.718,180.63
3257,7.6453,96.656,176.96
3257,7.6708,96.608,173.53
3257,7.6963,97.063,187.69
3257,7.7218,96.998,183.53
3257,7.7473,96.931,179.7
3257,7.7728,97.478,182.73
3257,7.7984,97.401,179.08
3257,7.8239,97.336,175.7
3257,7.8495,97.78,183.04
3257,7.8751,97.698,179.82
3257,7.9007,97.627,176.78
3257,7.9263,98.17,182.2
3257,7.952,98.079,178.15
3257,7.9776,98.018,174.44
3257,8.0033,98.83,190.1
3257,8.029,98.744,185.7
3257,8.0547,98.671,181.66
3257,8.0804,99.233,178.01
3257,8.1062,99.131,174.84
3257,8.1319,99.043,171.97
3257,8.1577,99.414,188.77
3257,8.1835,99.329,184.73
3257,8.2093,99.242,181
3257,8.2351,99.692,190.61
3257,8.261,99.595,186.59
3257,8.2868,99.505,182.88
3257,8.3127,99.938,183.86
3257,8.3386,99.843,180
3257,8.3645,99.748,176.44
3257,8.3904,100.11,188.19
3257,8.4163,100.02,182.31
3257,8.4423,99.937,177.13
3257,8.4683,100.25,187.14
3257,8.4943,100.18,182.83
3257,8.5203,100.11,178.85
3257,8.5463,100.36,191.96
3257,8.5723,100.3,187.84
3257,8.5984,100.21,184.04
3257,8.6244,100.5,187.64
3257,8.6505,100.43,183.02
3257,8.6766,100.35,178.75
3257,8.7028,100.67,194.01
3257,8.7289,100.61,189.55
3257,8.7551,100.51,185.44
3257,8.7812,100.75,197.62
3257,8.8074,100.68,192.94
3257,8.8336,100.6,188.64
3257,8.8598,100.74,189.83
3257,8.8861,100.68,185.71
3257,8.9123,100.6,181.91
3257,8.9386,100.78,199.02
3257,8.9649,100.72,194.36
3257,8.9912,100.66,190.09
3257,9.0175,100.89,194.91
3257,9.0439,100.85,190.67
3257,9.0703,100.79,186.76
3257,9.0966,101,193
3257,9.123,100.97,188.08
3257,9.1494,100.91,183.63
3257,9.1759,101,189.13
3257,9.2023,101,185.53
3257,9.2288,100.93,182.17
3257,9.2553,101.09,196.87
3257,9.2818,101.11,192.95
3257,9.3083,101.07,189.3
3257,9.3348,101.23,198.21
3257,9.3614,101.3,193.47
3257,9.388,101.24,189.15
3257,9.4145,101.35,187.58
3257,9.4412,101.44,184.22
3257,9.4678,101.39,181.11
3257,9.4944,101.5,197.1
3257,9.5211,101.58,193.22
3257,9.5478,101.51,189.62
3257,9.5745,101.58,186.34
3257,9.6012,101.72,182.9
3257,9.6279,101.67,180.09
3257,9.6547,101.74,185.93
3257,9.6814,101.9,181.86
3257,9.7082,101.84,178.16
3257,9.735,101.89,193.53
3257,9.7619,102.03,189.09
3257,9.7887,101.97,185.06
3257,9.8156,101.98,185.72
3257,9.8424,102.09,184.06
3257,9.8693,102.04,180.09
3257,9.8963,102.01,184.47
3257,9.9232,102.21,192.54
3257,9.9502,102.16,188.25
3257,9.9771,102.11,184.3
3257,10.004,102.35,178.4
3257,10.031,102.29,175.41
3257,10.058,102.26,172.62
3257,10.085,102.44,184.04
3257,10.112,102.39,180
3257,10.139,102.36,176.31
3257,10.166,102.56,192.86
3257,10.194,102.5,188.39
3257,10.221,102.44,184.31
3257,10.248,102.71,194.44
3257,10.275,102.66,190.3
3257,10.302,102.6,186.47
3257,10.329,102.98,184.62
3257,10.357,102.93,180.55
3257,10.384,102.87,176.84
3257,10.411,103.21,195.13
3257,10.439,103.15,190.96
3257,10.466,103.11,187.11
3257,10.493,103.4,203.14
3257,10.521,103.35,198.65
3257,10.548,103.28,194.5
3257,10.575,103.65,200.62
3257,10.603,103.58,196.41
3257,10.63,103.52,192.55
3257,10.658,103.92,194.41
3257,10.685,103.84,189.73
3257,10.713,103.78,185.44
3257,10.74,104.29,198.77
3257,10.768,104.2,194.55
3257,10.795,104.12,190.66
3257,10.823,104.56,204.24
3257,10.85,104.49,199.78
3257,10.878,104.42,195.68
3257,10.906,104.84,197.61
3257,10.933,104.75,193.34
3257,10.961,104.67,189.37
3257,10.989,105.3,194.05
3257,11.016,105.2,189.94
3257,11.044,105.11,186.18
3257,11.072,105.87,194.83
3257,11.1,105.76,190.93
3257,11.127,105.66,187.3
3257,11.155,106.17,197.24
3257,11.183,106.04,193.43
3257,11.211,105.91,189.87
3257,11.239,106.3,204.94
3257,11.267,106.18,198.2
3257,11.295,106.07,192.3
3257,11.322,106.56,192.22
3257,11.35,106.45,188.61
3257,11.378,106.35,185.3
3257,11.406,106.73,195.14
3257,11.434,106.62,188.91
3257,11.462,106.53,183.45
3257,11.49,106.88,203.39
3257,11.519,106.76,196.99
3257,11.547,106.66,191.4
3257,11.575,106.92,197.66
3257,11.603,106.81,192.77
3257,11.631,106.72,188.34
3257,11.659,106.94,192.66
3257,11.688,106.86,188.65
3257,11.716,106.76,184.97
3257,11.744,107.07,201.17
3257,11.772,106.97,195.4
3257,11.801,106.89,190.23
3257,11.829,107.17,205.99
3257,11.857,107.07,199.55
3257,11.886,106.99,193.98
3257,11.914,107.18,200.47
3257,11.942,107.12,195.58
3257,11.971,107.02,191.17
3257,11.999,107.16,198
3257,12.028,107.07,193.29
3257,12.056,107.01,189.02
3257,12.085,107.2,195.76
3257,12.113,107.13,191.72
3257,12.142,107.06,187.98
3257,12.17,107.3,203.2
3257,12.199,107.23,199.2
3257,12.228,107.17,195.52
3257,12.256,107.32,211.87
3257,12.285,107.27,206.08
3257,12.314,107.21,200.88
3257,12.342,107.29,196.18
3257,12.371,107.29,191.94
3257,12.4,107.24,188.09
3257,12.429,107.38,198.45
3257,12.457,107.42,194.79
3257,12.486,107.36,191.42
3257,12.515,107.5,204.87
3257,12.544,107.56,198.74
3257,12.573,107.5,193.35
3257,12.602,107.59,197.63
3257,12.631,107.67,193.54
3257,12.66,107.61,189.79
3257,12.689,107.71,201.97
3257,12.718,107.79,198.16
3257,12.747,107.73,194.65
3257,12.776,107.79,197.87
3257,12.805,107.92,193.83
3257,12.834,107.85,190.17
3257,12.863,107.89,193.89
3257,12.892,108.07,190.32
3257,12.921,108,187.04
3257,12.95,108.02,197.25
3257,12.98,108.14,193.64
3257,13.009,108.08,190.3
3257,13.038,108.06,201.96
3257,13.067,108.2,197.88
3257,13.097,108.13,194.12
3257,13.126,108.09,197.1
3257,13.156,108.32,193.42
3257,13.185,108.26,190.03
3257,13.214,108.21,186.9
3257,13.244,108.39,190.24
3257,13.273,108.34,185.87
3257,13.303,108.29,182.27
3257,13.332,108.46,201.47
3257,13.362,108.4,194.62
3257,13.391,108.36,188.67
3257,13.421,108.56,193.74
3257,13.45,108.51,189.41
3257,13.48,108.47,185.48
3257,13.51,108.77,192.05
3257,13.539,108.72,188.02
3257,13.569,108.68,184.81
3257,13.599,109.05,200.36
3257,13.629,108.97,196.32
3257,13.658,108.93,192.63
3257,13.688,109.21,201.81
3257,13.718,109.16,197.63
3257,13.748,109.1,193.82
3257,13.778,109.39,202.19
3257,13.808,109.33,197.54
3257,13.838,109.29,193.61
3257,13.868,109.64,197
3257,13.898,109.56,193.37
3257,13.928,109.49,190.06
3257,13.958,109.91,198.24
3257,13.988,109.82,194.51
3257,14.018,109.74,191.26
3257,14.048,110.22,206.93
3257,14.078,110.14,202.85
3257,14.108,110.06,199.12
3257,14.138,110.46,200.11
3257,14.169,110.36,196.27
3257,14.199,110.27,192.76
3257,14.229,110.72,196.24
3257,14.259,110.61,192.61
